tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0291147	video	En busca del porno en Sevilla	En busca del porno en Sevilla	1	1997	\N	74	Adult
tt0293286	movie	Isputnik vs. Darna	Isputnik vs. Darna	0	1963	\N	\N	\N
tt0294477	movie	Corner of the Circle	Corner of the Circle	0	1975	\N	\N	\N
tt0294898	movie	Secret Witness	Secret Witness	0	1972	\N	\N	\N
tt0295887	tvShort	Bora e parë	Bora e parë	0	1972	\N	\N	Documentary,Short
tt0296111	short	La nuit de Santa-Claus	La nuit de Santa-Claus	0	1985	\N	\N	Short
tt0296400	tvSeries	Rave	Rave	0	\N	\N	\N	\N
tt0296539	short	Broadway Highlights No. 2	Broadway Highlights No. 2	0	1935	\N	10	Short
tt0297190	movie	Inkslingers	Inkslingers	0	1999	\N	\N	\N
tt0297232	video	Kinky Villa	Kinky Villa	1	1995	\N	87	Adult
tt0297905	movie	Harmful Insect	Gaichû	0	2001	\N	92	Drama
tt0299564	tvMovie	Blues Odyssey	Blues Odyssey	0	2003	\N	60	Documentary,Music
tt0299894	video	For Your Ass Only	For Your Ass Only	1	1998	\N	85	Adult
tt0301392	movie	Helen Can Wait	Helen Can Wait	0	2001	\N	90	\N
tt0302514	tvEpisode	Dust to Dust	Dust to Dust	0	1985	\N	60	Crime
tt0302742	video	Lust in Paradise	Lust in Paradise	1	2000	\N	80	Adult
tt0303311	movie	Britney, Baby, One More Time	Britney, Baby, One More Time	0	2002	\N	78	Comedy
tt0303890	movie	Sangley Point Robbery	Sangley Point Robbery	0	1985	\N	87	Action,Crime
tt0303910	movie	Diapasón	Diapasón	0	1986	\N	90	Drama
tt0304471	tvMovie	Nice Guy Eddie	Nice Guy Eddie	0	2001	\N	\N	Drama
tt0305349	video	Candid Candid Camera Volume 6	Candid Candid Camera Volume 6	0	1987	\N	60	Comedy,Reality-TV
tt0307622	video	Uta.zet	Uta.zet	0	2001	\N	5	Short
tt0308602	tvSeries	Mozart und Meisel	Mozart und Meisel	0	1987	\N	49	Comedy
tt0309266	short	All About George	All About George	0	2000	\N	11	Short
tt0310350	short	When Cupid Dances...	When Cupid Dances...	0	2001	\N	10	Drama,Romance,Short
tt0311164	short	Les frères Hélias	Les frères Hélias	0	2002	\N	20	Short
tt0312135	tvSeries	Fruit Fancies	Fruit Fancies	0	1994	\N	\N	Comedy
tt0312758	movie	Herman Melville: Damned in Paradise	Herman Melville: Damned in Paradise	0	1985	\N	\N	Documentary
tt0313089	tvMiniSeries	Jean Duceppe	Jean Duceppe	0	2002	\N	\N	Biography
tt0313577	video	Serious Reamage	Serious Reamage	1	2000	\N	87	Adult
tt0314127	video	The Great American Ass 3	The Great American Ass 3	1	2002	\N	115	Adult
tt0314764	tvEpisode	Schützlinge	Schützlinge	0	2002	\N	86	Crime,Drama,Mystery
tt0315186	short	Analyse d'une peinture	Analyse d'une peinture	0	1973	\N	7	Short
tt0317305	movie	Dällebach Kari	Dällebach Kari	0	1970	\N	113	Comedy,Drama,Romance
tt0317337	movie	The Crazy One	Deli	0	1953	\N	\N	Drama
tt0317956	movie	Ocovske pastorale	Ocovske pastorale	0	1973	\N	\N	\N
tt0318060	video	Sex & Fun mit Harry 4: No Sex please, we are british	Sex & Fun mit Harry 4: No Sex please, we are british	1	1997	\N	89	Adult
tt0318589	tvEpisode	The Pot Carriers	The Pot Carriers	0	1960	\N	\N	Comedy,Drama
tt0319334	movie	Beast in the Shadows	Edogawa Rampo no injû	0	1977	\N	118	Crime,Mystery,Thriller
tt0319473	short	Gåvan	Gåvan	0	2002	\N	29	Short
tt0320553	movie	Swatters	Swatters	0	2002	\N	\N	\N
tt0321019	tvSeries	Who Wants to Be a Millionaire	Who Wants to Be a Millionaire	0	2002	\N	21	Game-Show
tt0321956	short	A Dead Yesterday	A Dead Yesterday	0	1916	\N	\N	Drama,Short
tt0323973	short	Les siens	Les siens	0	2001	\N	15	Short
tt0325384	movie	The Firm of Girdlestone	The Firm of Girdlestone	0	1915	\N	50	Crime,Drama
tt0326330	short	Undercover	Undercover	0	2002	\N	6	Short
tt0326461	tvSeries	Damernes magasin	Damernes magasin	0	1991	1998	40	\N
tt0327974	tvMovie	JAP	JAP	0	1973	\N	41	\N
tt0330585	tvMovie	Lyseholderen	Lyseholderen	0	1972	\N	72	\N
tt0332558	tvSpecial	The 50th Annual Primetime Emmy Awards	The 50th Annual Primetime Emmy Awards	0	1998	\N	\N	\N
tt0333270	short	Corkscrew	Corkscrew	0	1990	\N	12	Drama,Short
tt0333776	movie	The Law of Nature	The Law of Nature	0	1917	\N	\N	Drama
tt0333977	short	Nailed at the Plate	Nailed at the Plate	0	1918	\N	\N	Comedy,Short
tt0334946	tvMovie	Bezaubernde Julia	Bezaubernde Julia	0	1960	\N	80	Comedy
tt0335454	tvMovie	Svejk i anden verdenskrig	Svejk i anden verdenskrig	0	1970	\N	130	Drama
tt0336695	movie	The Kid Stakes	The Kid Stakes	0	1927	\N	69	Drama
tt0337205	short	Sinfín	Sinfín	0	2002	\N	\N	Drama,Short
tt0337319	tvSpecial	Toscanini: The Television Concerts, Vol. 9 - Beethoven: Symphony No. 5/Respighi: The Pines of Rome	Toscanini: The Television Concerts, Vol. 9 - Beethoven: Symphony No. 5/Respighi: The Pines of Rome	0	1952	\N	55	Documentary,Music
tt0338370	video	Purple Rose	Purple Rose	0	2002	\N	28	Drama,Short
tt0338987	tvMovie	Familie XXL	Familie XXL	0	2002	\N	90	Comedy,Family,Romance
tt0339515	short	Piping Hot	Piping Hot	0	1925	\N	20	Comedy,Short
tt0340347	movie	A Sister to Assist 'Er	A Sister to Assist 'Er	0	1922	\N	\N	Comedy
tt0340378	movie	Stay Until Tomorrow	Stay Until Tomorrow	0	2004	\N	92	Comedy,Drama,Romance
tt0341454	tvMovie	La maison des autres	La maison des autres	0	1977	\N	204	\N
tt0341844	tvSeries	Klokken fire	Klokken fire	0	1975	1976	\N	Family
tt0342042	movie	Life's Wishes	Amani el-Umr	0	1955	\N	\N	Drama,Romance
tt0342314	movie	El día que vinieron los muertos	El día que vinieron los muertos	0	1982	\N	63	Documentary
tt0342603	tvEpisode	Judgement Day for Elijah Jones	Judgement Day for Elijah Jones	0	1966	\N	30	Comedy
tt0342696	short	The Life Boat	The Life Boat	0	1911	\N	\N	Drama,Short
tt0344126	short	La nouure	La nouure	0	2002	\N	10	Short
tt0344300	movie	Sapagka't ako'y pangit lamang	Sapagka't ako'y pangit lamang	0	1968	\N	\N	\N
tt0344940	short	Bloemfontein: Unfurling the Flag	Bloemfontein: Unfurling the Flag	0	1900	\N	\N	Documentary,Short
tt0345480	movie	Kailan sasabihing mahal kita	Kailan sasabihing mahal kita	0	1985	\N	111	Drama,Romance
tt0346332	tvSeries	Marta Susana	Marta Susana	0	1999	2001	60	\N
tt0347752	video	Paul Mooney: Analyzing White America	Paul Mooney: Analyzing White America	0	2002	\N	58	Comedy,Documentary
tt0351399	movie	Mëngjeze të reja	Mëngjeze të reja	0	1980	\N	\N	Drama
tt0353182	movie	Anagha	Anagha	0	1989	\N	\N	\N
tt0354076	video	Sweet Lil 18 11: Here Kitty Kitty	Sweet Lil 18 11: Here Kitty Kitty	1	2000	\N	80	Adult
tt0354290	video	Elmo's Musical Adventure: Peter and the Wolf	Elmo's Musical Adventure: Peter and the Wolf	0	2001	\N	45	Family
tt0354960	tvMovie	Le temps des casernes	Le temps des casernes	0	2001	\N	53	Documentary,History,War
tt0355170	movie	Aattuvela	Aattuvela	0	1997	\N	\N	\N
tt0358521	short	His Western Way	His Western Way	0	1912	\N	\N	Short,Western
tt0360215	movie	Yakuza Wanderer: Villainous Livelihood	Yakuza wataridori: Akutôkagyô	0	1969	\N	83	Action,Crime
tt0363212	short	The Wild and Woolly West	The Wild and Woolly West	0	1916	\N	\N	Animation,Comedy,Short
tt0364966	short	The Awful Spook	The Awful Spook	0	1921	\N	\N	Animation,Comedy,Short
tt0365895	short	A Village Love Story	A Village Love Story	0	1910	\N	\N	Drama,Short
tt0366198	short	Aujourd'hui madame	Aujourd'hui madame	0	2003	\N	5	Short
tt0366255	video	Boys Briefs 2	Boys Briefs 2	0	2002	\N	118	Comedy,Drama
tt0367415	tvSeries	Sports Cafe	Sports Cafe	0	1996	\N	60	Comedy,Drama,Sport
tt0368323	movie	Ang tanging ina	Ang tanging ina	0	2003	\N	95	Comedy,Drama
tt0371278	video	Tainted Love	Tainted Love	1	1996	\N	115	Adult
tt0371482	tvSeries	Smilin' Ed's Gang	Smilin' Ed's Gang	0	1950	\N	30	Family
tt0371483	tvSeries	Soñando con Valeria	Soñando con Valeria	0	1994	\N	60	Musical
tt0372799	movie	Bocce Balls	Bocce Balls	0	2005	\N	\N	Comedy,Drama,Romance
tt0374112	movie	Paapi Pet Ka Sawaal Hai	Paapi Pet Ka Sawaal Hai	0	1984	\N	\N	Drama
tt0374726	movie	Stranger	Ibangin	0	1985	\N	110	Drama,Romance
tt0375301	tvSeries	Dentro de un orden	Dentro de un orden	0	1983	1986	60	\N
tt0376134	movie	El rostro de la dignidad	El rostro de la dignidad	0	2002	\N	52	Documentary
tt0376873	movie	Sex, Love and Betrayal	Sexo, Amor e Traição	0	2004	\N	90	Comedy
tt0379306	movie	A Good Woman	A Good Woman	0	2004	\N	93	Comedy,Drama,Romance
tt0380942	tvSeries	The People Next Door	The People Next Door	0	1973	1973	30	Comedy
tt0383148	tvSeries	Silvia y Enrique	Silvia y Enrique	0	1973	\N	30	Comedy
tt0383502	movie	Metiche y encajoso II	Metiche y encajoso II	0	1990	\N	90	Comedy
tt0383721	movie	A Woman's Castle	Yeojaui seong	0	1985	\N	90	Drama
tt0385095	tvMovie	The Mission	The Mission	0	1997	\N	74	Documentary
tt0385599	movie	The Spy Dad	Chuet chung tit gam gong	0	2003	\N	112	Comedy
tt0385944	movie	I pirati del golfo	I pirati del golfo	0	1940	\N	\N	\N
tt0386857	short	Les voleurs d'eau	Les voleurs d'eau	0	2003	\N	15	Short
tt0387228	video	Flying Dragon, Leaping Tiger	Long Teng hu yue	0	2002	\N	97	Action,Drama
tt0387791	tvSeries	Weltevreden op 10: Percy's Place!	Weltevreden op 10: Percy's Place!	0	2003	\N	\N	Comedy,Family
tt0388169	movie	Kardes gibiydiler	Kardes gibiydiler	0	1963	\N	\N	Drama
tt0388391	movie	Sapera	Sapera	0	1961	\N	\N	Action
tt0389107	movie	Leyla ile Mecnun gibi	Leyla ile Mecnun gibi	0	1963	\N	105	Romance
tt0389221	video	North Pole #42	North Pole #42	1	2003	\N	\N	Adult
tt0389237	video	Once Upon Atari	Once Upon Atari	0	2003	\N	120	Documentary
tt0389997	video	Fantom kiler 2	Fantom kiler 2	0	1999	\N	82	Crime,Drama,Horror
tt0390975	movie	Char Ke Vafadar	Char Ke Vafadar	0	1932	\N	\N	\N
tt0391099	movie	Duplicate Sholay	Duplicate Sholay	0	2002	\N	147	Comedy
tt0392532	tvSpecial	Nationaal songfestival	Nationaal songfestival	0	1998	\N	\N	Music
tt0393114	short	The Bug Man	The Bug Man	0	2003	\N	22	Drama,Short
tt0393910	short	Un poquito de...	Un poquito de...	0	2003	\N	10	Animation,Short
tt0394585	tvEpisode	Brainstorm	Brainstorm	0	1996	\N	\N	Documentary
tt0398211	tvMovie	Mummies: Frozen in Time	Mummies: Frozen in Time	0	1999	\N	52	Documentary
tt0398456	tvSeries	Elixir Sport	Elixir Sport	0	2002	\N	\N	Sport
tt0399674	short	Sonora	Sonora	0	1925	\N	\N	Documentary,Short
tt0402026	tvEpisode	Judy Garland: By Myself	Judy Garland: By Myself	0	2004	\N	116	Biography,Documentary,History
tt0406104	video	No Swallowing Allowed	No Swallowing Allowed	1	2004	\N	160	Adult
tt0406601	short	Bright Spell	L'embellie	0	2000	\N	29	Drama,Short
tt0407436	tvSeries	Profesión: Señora	Profesión: Señora	0	1983	\N	\N	Romance
tt0408890	video	I Love Lesbians 10	I Love Lesbians 10	1	2001	\N	64	Adult
tt0409748	video	Big Wet Asses	Big Wet Asses	1	2003	\N	125	Adult
tt0410103	video	I'm Your Slut 2	I'm Your Slut 2	1	2003	\N	156	Adult
tt0410105	tvSpecial	III Premios Goya	III Premios Goya	0	1989	\N	74	\N
tt0410857	video	Violencia en altamar	Violencia en altamar	0	1991	\N	77	Action
tt0411571	tvMovie	Leidit lavalla	Leidit lavalla	0	2000	\N	45	Music
tt0411643	short	Les menteurs	Les menteurs	0	1999	\N	13	Short
tt0412105	tvSeries	Ausgerissen! Was nun?	Ausgerissen! Was nun?	0	1978	\N	25	Family
tt0413659	video	Africanal Dancing	Africanal Dancing	1	2004	\N	103	Adult
tt0414767	tvSeries	Sabor a ti	Sabor a ti	0	2004	2005	45	Romance
tt0415283	movie	Song of Songs	Song of Songs	0	2002	\N	91	Comedy,Romance
tt0416042	short	Mon beau sapin	Mon beau sapin	0	1998	\N	8	Short
tt0418862	short	The Bat	Manga: Kômori	0	1930	\N	10	Animation,Short
tt0420108	movie	The Rape of Virginia P.	The Rape of Virginia P.	0	1989	\N	\N	Drama
tt0421338	tvSeries	Floyd on Fish	Floyd on Fish	0	1985	\N	30	Documentary
tt0423757	tvSeries	Tres estrelles	Tres estrelles	0	1987	1989	25	Comedy
tt0424736	tvSeries	Vo svetot na bajkite	Vo svetot na bajkite	0	1995	\N	\N	Adventure,Family
tt0425087	movie	The Hard Easy	The Hard Easy	0	2006	\N	105	Action,Crime,Drama
tt0426988	movie	Bir Kadinin Anatomisi	Bir Kadinin Anatomisi	0	1995	\N	115	Drama
tt0427491	short	La malle du peintre	La malle du peintre	0	1910	\N	\N	Comedy,Short
tt0427672	tvMovie	Piccole speranze	Piccole speranze	0	1992	\N	\N	\N
tt0428141	tvSeries	OK Fine Whatever	OK Fine Whatever	0	2003	\N	\N	Comedy
tt0428376	short	Circus Heroes	Circus Heroes	0	1921	\N	\N	Comedy,Short
tt0430300	short	Body and Soul II	Lichaam en ziel 2	0	1967	\N	31	Drama,Short
tt0430896	short	Automation	Automation	0	2004	\N	26	Short
tt0431111	short	Hate or Date	Hate or Date	0	2004	\N	12	Comedy,Short
tt0431873	movie	Lagaam	Lagaam	0	1976	\N	\N	Action
tt0432032	movie	Robinfuddo no yume	Robinfuddo no yume	0	1924	\N	\N	Drama
tt0432789	movie	Chingariyan	Chingariyan	0	1990	\N	\N	Action
tt0432803	tvMovie	La croisée	La croisée	0	1975	\N	\N	Drama
tt0434281	short	The Talisman or Sheep's Foot	Le pied de mouton	0	1907	\N	15	Short
tt0434583	short	When Clubs Were Trumps	When Clubs Were Trumps	0	1916	\N	\N	Comedy,Short
tt0437661	movie	Geishunka	Geishunka	0	1942	\N	74	Drama
tt0438129	tvSpecial	Kathy Griffin: The D-List	Kathy Griffin: The D-List	0	2004	\N	60	Comedy,Documentary
tt0438151	movie	Lekeli Melek	Lekeli Melek	0	1969	\N	94	Drama,Romance
tt0439920	tvSeries	Garbanzo de a libra	Garbanzo de a libra	0	2004	\N	30	Documentary
tt0440252	short	Delivering the Goods	Delivering the Goods	0	1929	\N	\N	Comedy,Short
tt0440593	video	Love Sucks and Then You Die	Love Sucks and Then You Die	1	2004	\N	99	Adult
tt0440595	movie	Six Strong Guys	Luk jong si	0	2004	\N	107	Comedy,Romance
tt0441159	short	Control Alt Delete	Control Alt Delete	0	2004	\N	2	Horror,Short
tt0443597	short	Neighbors	Neighbors	0	2005	\N	\N	Comedy,Crime,Short
tt0443851	video	Angels of Debauchery 3	Angels of Debauchery 3	1	2004	\N	\N	Adult
tt0445009	movie	The Eternal Present	The Eternal Present	0	2004	\N	77	Fantasy,Horror,Mystery
tt0445602	video	The Official Making of 'Tongan Ninja'	The Official Making of 'Tongan Ninja'	0	2004	\N	\N	Documentary,Short
tt0446009	movie	The Vexxer	Neues vom Wixxer	0	2007	\N	98	Comedy,Crime,Mystery
tt0447412	movie	Sabrin sonu	Sabrin sonu	0	1969	\N	\N	Romance
tt0448003	tvMovie	Inside GT Live	Inside GT Live	0	2005	\N	\N	Action
tt0448234	video	Looking for a Thrill: An Anthology of Inspiration	Looking for a Thrill: An Anthology of Inspiration	0	2005	\N	300	Documentary
tt0449530	movie	Beavergate	Please Don't Burn My Beaver	0	2001	\N	80	Comedy
tt0449623	video	Necrophagia: Sickcess	Necrophagia: Sickcess	0	2004	\N	49	Horror,Short
tt0449757	tvSeries	Seu Tintoreto	Seu Tintoreto	0	1956	\N	\N	Comedy
tt0450160	movie	Steh' ich in finstrer Mitternacht	Steh' ich in finstrer Mitternacht	0	1927	\N	\N	\N
tt0450850	movie	Tango salón, confitería La Ideal	Tango salón, confitería La Ideal	0	2004	\N	70	Documentary,Musical
tt0451645	short	Battle of the Buttes	Battle of the Buttes	0	1952	\N	9	Short,Western
tt0451760	video	Hog: The Leather File	Hog: The Leather File	1	2004	\N	83	Adult
tt0452815	video	Losers of the Year	Losers of the Year	0	2005	\N	107	Comedy,Drama
tt0452860	movie	Shadow Skill: Secret of the Kurudan Style	Shadow Skill: Kuruda-Ryuu Kousatsu-hou no Himitsu	0	2003	\N	60	Action,Adventure,Animation
tt0453840	short	Rückkehr von der Parade	Rückkehr von der Parade	0	1897	\N	\N	Documentary,Short
tt0454125	video	Eco2	Eco2	0	2005	\N	106	Music
tt0454728	tvSeries	Meet the Barkers	Meet the Barkers	0	2005	\N	30	Reality-TV
tt0455626	short	Mentos	Mentos	0	2005	\N	\N	Comedy,Short
tt0456759	tvSeries	Abdijen in de lage landen	Abdijen in de lage landen	0	1989	\N	26	Documentary
tt0456825	short	Das Adoptivkind	Das Adoptivkind	0	1918	\N	\N	Comedy,Short
tt0457085	tvMovie	Once Upon a Time...	Once Upon a Time...	0	2005	\N	120	Family,Fantasy,Music
tt0457416	movie	Miss Beryll... die Laune eines Millionärs	Miss Beryll... die Laune eines Millionärs	0	1921	\N	\N	Drama
tt0459266	tvSeries	Les duos de l'impossible	Les duos de l'impossible	0	2005	\N	\N	Music
tt0460006	video	Stacy Burke, P.I.	Stacy Burke, P.I.	0	2002	\N	60	Adventure
tt0461995	tvMovie	Mental Sport	Mental Sport	0	2005	\N	\N	Thriller
tt0463551	video	Kill Girl Kill	Kill Girl Kill	1	2005	\N	111	Adult
tt0464691	movie	Left Food Forward on the Beat	Table Bozorg Zire Paye Chap	0	2005	\N	84	Drama,War
tt0465506	movie	Doomed to Consume	Doomed to Consume	0	2006	\N	78	Action,Horror
tt0466667	video	All the Way Boys!	All the Way Boys!	1	2003	\N	110	\N
tt0466684	movie	Babayaran mo ng dugo	Babayaran mo ng dugo	0	1989	\N	\N	Action,Drama
tt0467144	short	A Woman in Half	A Woman in Half	0	1991	\N	35	Drama,Short
tt0470056	short	Good Times: Vol. 1	Good Times: Vol. 1	0	2005	\N	3	Comedy,Short
tt0470650	tvSeries	Geef nooit op	Geef nooit op	0	1991	1999	\N	Family
tt0471322	video	Playboy: More Sexy Girls Next Door	Playboy: More Sexy Girls Next Door	0	2002	\N	60	Documentary
tt0471972	short	Wie auch wir vergeben	Wie auch wir vergeben	0	1911	\N	\N	Short
tt0473536	movie	Serva e padrona	Serva e padrona	0	2003	\N	93	Drama
tt0473720	short	The Video Tape	The Video Tape	0	2003	\N	25	Drama,Mystery,Short
tt0474199	video	Knot Agents 2: In Training	Knot Agents 2: In Training	0	2000	\N	60	Adventure
tt0475653	video	Male Bar	Mâles à bar	1	2003	\N	90	Adult
tt0476055	tvSpecial	Creative Juice for the Holidays	Creative Juice for the Holidays	0	2005	\N	49	Reality-TV
tt0477907	tvSpecial	UFC 52: Couture vs. Liddell 2	UFC 52: Couture vs. Liddell 2	0	2005	\N	180	Sport
tt0478105	tvEpisode	Blossom	Blossom	0	2005	\N	60	Biography,Documentary
tt0478632	short	Hollywood Bound	Hollywood Bound	0	1923	\N	20	Comedy,Short
tt0479524	short	Recke	Recke	0	2003	\N	\N	Drama,Short
tt0485130	short	Mr. Fixit	Mr. Fixit	0	1988	\N	\N	Short
tt0485462	short	The Grandparents	The Grandparents	0	2005	\N	35	Biography,Documentary,History
tt0486463	video	Return of the Legend: The Making of 'The Alamo'	Return of the Legend: The Making of 'The Alamo'	0	2004	\N	18	Documentary,Short
tt0486716	short	Pobedicemo - Mozambik	Pobedicemo - Mozambik	0	1967	\N	21	Short
tt0487240	tvSeries	Popeye and Friends	Popeye and Friends	0	1976	1988	\N	Animation,Family
tt0487356	movie	Aysegül	Aysegül	0	1971	\N	75	Comedy,Drama,Romance
tt0487909	short	Gold Games	Gold Games	0	2005	\N	6	Short
tt0488619	tvSpecial	Rade Serbedzija Live in Budva	Rade Serbedzija Live in Budva	0	2004	\N	180	Music
tt0489999	short	Rutina	Rutina	0	2005	\N	8	Drama,Short
tt0491117	videoGame	Ratchet: Deadlocked	Ratchet: Deadlocked	0	2005	\N	\N	Action,Adventure,Comedy
tt0491543	video	Eulogy Tour DVD Series, Vol 1: Tour Is Hell	Eulogy Tour DVD Series, Vol 1: Tour Is Hell	0	2005	\N	90	Music
tt0492347	movie	Sarisin Tehlike	Sarisin Tehlike	0	1980	\N	76	Action,Crime
tt0492788	video	Strap It to Me 5	Strap It to Me 5	1	2005	\N	90	Adult
tt0496063	short	Revenge Is Sweet	Revenge Is Sweet	0	1912	\N	10	Comedy,Short
tt0496403	movie	Sync or Swim	Sync or Swim	0	2008	\N	91	Documentary
tt0496922	short	Alaska: A Modern Frontier (Revised)	Alaska: A Modern Frontier (Revised)	0	1948	\N	10	Documentary,Short
tt0497185	video	Chair Tied	Chair Tied	0	2003	\N	45	Adventure
tt0497633	tvSpecial	Larry the Cable Guy: Git-R-Done	Larry the Cable Guy: Git-R-Done	0	2004	\N	66	Comedy,Documentary
tt0500914	tvEpisode	Episode dated 24 June 2005	Episode dated 24 June 2005	0	2005	\N	\N	Game-Show
tt0501548	tvEpisode	Episode dated 17 April 2000	Episode dated 17 April 2000	0	2000	\N	\N	News
tt0501562	tvEpisode	Episode dated 24 July 2000	Episode dated 24 July 2000	0	2000	\N	\N	News
tt0501970	tvEpisode	Brother Hanson & the Miracle of Renner's Pond	Brother Hanson & the Miracle of Renner's Pond	0	1988	\N	47	Crime,Drama,Mystery
tt0504198	tvEpisode	Skins	Skins	0	1985	\N	49	Action,Adventure,Crime
tt0504325	tvEpisode	Episode dated 26 December 2003	Episode dated 26 December 2003	0	2003	\N	\N	News
tt0505534	tvEpisode	Millionenpuzzle	Millionenpuzzle	0	2003	\N	\N	Comedy,Crime
tt0506228	tvEpisode	Rusty's Remedy	Rusty's Remedy	0	1958	\N	30	Family,Western
tt0507051	tvEpisode	Episode dated 21 December 2002	Episode dated 21 December 2002	0	2002	\N	\N	News
tt0507111	tvEpisode	Fool's Errands	Fool's Errands	0	1982	\N	\N	Drama
tt0507173	tvEpisode	The Truth About Holly	The Truth About Holly	0	1984	\N	48	Action,Adventure,Sci-Fi
tt0507483	tvEpisode	Schachmatt	Schachmatt	0	2000	\N	46	Action,Crime,Drama
tt0511279	tvEpisode	New Talent	New Talent	0	1978	\N	\N	Comedy
tt0511434	tvEpisode	Street Smarts	Street Smarts	0	1997	\N	\N	Crime,Documentary
tt0511600	tvEpisode	Episode #28.16	Episode #28.16	0	1984	\N	60	Music,Talk-Show
tt0513433	tvEpisode	Annie Takes a Chance	Annie Takes a Chance	0	1955	\N	30	Western
tt0514951	tvEpisode	The Honor of Littorno	The Honor of Littorno	0	1953	\N	30	Drama
tt0515398	tvEpisode	Episode dated 14 May 1970	Episode dated 14 May 1970	0	1970	\N	\N	Game-Show
tt0515745	tvEpisode	Wed Jan 10 2001	Wed Jan 10 2001	0	2001	\N	\N	Drama,Romance
tt0516213	tvEpisode	The Deadly Game	The Deadly Game	0	1961	\N	30	Adventure
tt0516508	tvEpisode	Die Eisprinzessin	Die Eisprinzessin	0	1993	\N	\N	Crime
tt0517361	tvEpisode	Devil in the Slot	Devil in the Slot	0	1977	\N	60	Action,Adventure,Drama
tt0517537	tvEpisode	Temper, Temper	Temper, Temper	0	1990	\N	\N	Comedy
tt0517788	tvEpisode	Star Light, Star Not So Bright	Star Light, Star Not So Bright	0	1961	\N	30	Comedy,Family
tt0518029	tvEpisode	The Leaving	The Leaving	0	2000	\N	48	Crime,Drama
tt0518085	tvEpisode	Baby vs Nene round... ano na nga ba?	Baby vs Nene round... ano na nga ba?	0	2005	\N	\N	Comedy
tt0518585	tvEpisode	Hour Nine	Hour Nine	0	1983	\N	\N	Drama,Romance
tt0518641	tvEpisode	Episode dated 8 November 2004	Episode dated 8 November 2004	0	2004	\N	\N	Talk-Show
tt0518814	tvEpisode	A Little Glory, a Little Death	A Little Glory, a Little Death	0	1973	\N	60	Crime,Drama,Mystery
tt0519500	tvEpisode	Scat! Darn Catwoman	Scat! Darn Catwoman	0	1967	\N	25	Action,Crime,Fantasy
tt0521798	tvEpisode	Lolle und der Traumprinz	Lolle und der Traumprinz	0	2002	\N	23	Comedy,Drama,Romance
tt0522802	tvEpisode	Fertile Ground	Fertile Ground	0	2000	\N	43	Drama,Romance
tt0524921	tvEpisode	Friday Night Shift	Friday Night Shift	0	2005	\N	50	Crime,Drama
