tconst	ordering	nconst	category	job	characters
tt0817992	9	nm0939917	director	\N	\N
tt0819016	11	nm0570219	director	\N	\N
tt0819324	11	nm0406654	director	\N	\N
tt0819408	14	nm0713497	director	\N	\N
tt0820116	2	nm2300920	director	\N	\N
tt0823977	15	nm1243744	director	director	\N
tt0825239	11	nm2389602	director	\N	\N
tt0827312	21	nm0193264	director	supervising director	\N
tt0827899	13	nm1089476	director	\N	\N
tt0828187	8	nm1690972	director	\N	\N
tt0828325	3	nm1977606	director	\N	\N
tt0830736	4	nm0719511	director	\N	\N
tt0833425	2	nm0895350	director	\N	\N
tt0834577	1	nm0757395	director	\N	\N
tt0835222	11	nm1294854	director	\N	\N
tt0835527	6	nm0546360	director	\N	\N
tt0836199	4	nm0637498	director	\N	\N
tt0839360	11	nm0393661	director	\N	\N
tt0845556	11	nm0234809	director	\N	\N
tt0846236	3	nm3005444	director	film segment director	\N
tt0849228	11	nm0703351	director	\N	\N
tt0855782	1	nm2165175	director	director	\N
tt0857370	14	nm2374990	director	\N	\N
tt0858110	11	nm0170225	director	\N	\N
tt0858648	11	nm0583279	director	\N	\N
tt0859604	7	nm1600275	director	\N	\N
tt0861143	4	nm1953829	director	\N	\N
tt0865353	10	nm0257681	director	director	\N
tt0868533	8	nm3155547	director	\N	\N
tt0869846	7	nm0113512	director	\N	\N
tt0870080	6	nm1639520	director	director	\N
tt0870100	11	nm0849648	director	\N	\N
tt0870450	8	nm1205153	director	\N	\N
tt0871325	11	nm0587583	director	\N	\N
tt0872033	8	nm0046469	director	\N	\N
tt0873866	11	nm0088216	director	\N	\N
tt0875427	12	nm0607928	director	director	\N
tt0876779	11	nm1219545	director	\N	\N
tt0877715	3	nm1646363	director	\N	\N
tt0879403	10	nm0041556	director	\N	\N
tt0879684	12	nm1100565	director	\N	\N
tt0879702	14	nm0871352	director	\N	\N
tt0882730	11	nm0961373	director	\N	\N
tt0882767	11	nm0508098	director	\N	\N
tt0892990	12	nm0227486	director	\N	\N
tt0894452	12	nm0627347	director	director	\N
tt0897821	11	nm0637956	director	\N	\N
tt0897971	12	nm0622934	director	\N	\N
tt0898672	11	nm0637956	director	\N	\N
tt0906158	11	nm0916285	director	\N	\N
tt0906916	24	nm0777413	director	director	\N
tt0907449	11	nm0106287	director	\N	\N
tt0909009	11	nm1564770	director	\N	\N
tt0915542	11	nm0144353	director	\N	\N
tt0919180	11	nm0478172	director	\N	\N
tt0920092	11	nm1044647	director	\N	\N
tt0920349	8	nm0299730	director	\N	\N
tt0920930	15	nm1401737	director	\N	\N
tt0921254	11	nm0460295	director	director	\N
tt0921489	8	nm2172510	director	\N	\N
tt0923886	1	nm2486424	director	\N	\N
tt0925061	3	nm1818177	director	\N	\N
tt0925411	12	nm1287899	director	\N	\N
tt0928037	5	nm2493690	director	\N	\N
tt0929367	8	nm1190091	director	\N	\N
tt0930614	1	nm2504941	director	\N	\N
tt0932202	8	nm1037504	director	\N	\N
tt0933178	11	nm0764652	director	director	\N
tt0934143	11	nm0614516	director	\N	\N
tt0934189	20	nm0316685	director	supervising director	\N
tt0936080	11	nm1961405	director	\N	\N
tt0936286	13	nm1129833	director	\N	\N
tt0939343	11	nm0587804	director	\N	\N
tt0939438	11	nm0453008	director	\N	\N
tt0940257	9	nm1577958	director	\N	\N
tt0940566	11	nm2231028	director	\N	\N
tt0943210	11	nm0030417	director	\N	\N
tt0944371	6	nm2477609	director	segment director	\N
tt0944871	1	nm2496933	director	\N	\N
tt0945076	20	nm0793804	director	supervising director	\N
tt0945929	11	nm0303832	director	\N	\N
tt0946193	13	nm0453809	director	\N	\N
tt0949883	2	nm2531424	director	\N	\N
tt0950528	11	nm0886789	director	\N	\N
tt0950685	2	nm0596527	director	\N	\N
tt0954226	13	nm0004000	director	\N	\N
tt0956251	14	nm0723704	director	\N	\N
tt0958701	11	nm0012682	director	director	\N
tt0960539	13	nm0368906	director	\N	\N
tt0960570	6	nm1645991	director	\N	\N
tt0960780	2	nm0432352	director	\N	\N
tt0962162	11	nm0024063	director	\N	\N
tt0962590	4	nm2448132	director	\N	\N
tt0962874	11	nm1165556	director	\N	\N
tt0963014	15	nm0879812	director	\N	\N
tt0963584	11	nm0466833	director	\N	\N
tt0963812	7	nm0858760	director	director	\N
tt0964208	2	nm0851503	director	\N	\N
tt0964852	11	nm1037504	director	\N	\N
tt0966152	9	nm0284159	director	\N	\N
tt0966459	11	nm1158197	director	\N	\N
tt0966657	12	nm0867565	director	\N	\N
tt0970098	18	nm0405038	director	director	\N
tt0974492	2	nm2445337	director	\N	\N
tt0974607	1	nm2573509	director	\N	\N
tt0974909	2	nm1651757	director	\N	\N
tt0975820	11	nm0913869	director	\N	\N
tt0975821	19	nm0913869	director	\N	\N
tt0976552	10	nm2028001	director	\N	\N
tt0977074	11	nm1411079	director	\N	\N
tt0977515	13	nm1646499	director	director	\N
tt0977780	9	nm1338137	director	director	\N
tt0978897	9	nm1996341	director	\N	\N
tt0979424	20	nm2395083	director	director	\N
tt0980723	2	nm1359141	director	\N	\N
tt0982030	11	nm0730265	director	\N	\N
tt0983774	11	nm0148736	director	\N	\N
tt0984113	13	nm2590814	director	\N	\N
tt0984164	4	nm0073630	director	\N	\N
tt0985339	2	nm0913865	director	\N	\N
tt0988089	11	nm2405874	director	\N	\N
tt0989986	11	nm0488289	director	director	\N
tt0990106	1	nm1050599	director	\N	\N
tt0992733	1	nm1048555	director	\N	\N
tt0993300	11	nm0894583	director	\N	\N
tt0994966	1	nm0722154	director	\N	\N
tt0995410	17	nm0644971	director	\N	\N
tt0995457	10	nm0809375	director	\N	\N
tt10001260	6	nm4406069	director	director	\N
tt10001952	8	nm1743439	director	\N	\N
tt10003084	5	nm7771111	director	\N	\N
tt10003108	12	nm3528359	director	\N	\N
tt10008058	8	nm5460792	director	\N	\N
tt10012208	5	nm3058370	director	\N	\N
tt10013088	3	nm2281541	director	\N	\N
tt10013588	8	nm10544333	director	\N	\N
tt10015024	4	nm2036105	director	director	\N
tt10018278	3	nm8349149	director	\N	\N
tt10020028	6	nm14824887	director	creative director	\N
tt10020178	5	nm1032940	director	\N	\N
tt10023774	4	nm7870411	director	\N	\N
tt10024644	5	nm0437062	director	\N	\N
tt1002477	1	nm1088290	director	\N	\N
tt10025018	3	nm0519349	director	\N	\N
tt10025520	5	nm2733659	director	director	\N
tt10031344	5	nm1032940	director	\N	\N
tt10037264	2	nm1121649	director	\N	\N
tt1003921	11	nm0362395	director	\N	\N
tt10040700	4	nm10539168	director	\N	\N
tt10043078	11	nm2129968	director	\N	\N
tt10043436	3	nm2415446	director	\N	\N
tt10045110	11	nm5479596	director	director	\N
tt10045870	5	nm3058370	director	\N	\N
tt10047296	2	nm5164192	director	\N	\N
tt10048016	11	nm3486538	director	\N	\N
tt10049600	1	nm2242225	director	\N	\N
tt10049924	4	nm0913835	director	\N	\N
tt10050388	2	nm10253482	director	\N	\N
tt1005145	13	nm0627347	director	director	\N
tt1005164	12	nm0136649	director	director	\N
tt10051686	5	nm0304650	director	\N	\N
tt10053834	12	nm4908114	director	\N	\N
tt10054074	5	nm10561332	director	\N	\N
tt10057042	11	nm10631312	director	\N	\N
tt1005914	5	nm7132503	director	\N	\N
tt10061004	5	nm11629715	director	\N	\N
tt10063252	14	nm4907854	director	\N	\N
tt10068146	9	nm2875578	director	\N	\N
tt10071662	14	nm2555494	director	\N	\N
tt10072810	11	nm10631312	director	\N	\N
tt10076690	12	nm4908114	director	\N	\N
tt10076774	13	nm11741397	director	\N	\N
tt10077168	12	nm4027968	director	\N	\N
tt10077440	13	nm11741397	director	\N	\N
tt10083828	6	nm7412669	director	\N	\N
tt10084574	11	nm3831108	director	\N	\N
tt10089116	5	nm1363214	director	\N	\N
tt10093312	55	nm1754647	director	director	\N
tt10095816	4	nm7759326	director	\N	\N
tt10099464	9	nm3288727	director	\N	\N
tt10100088	8	nm1590021	director	\N	\N
tt10101114	11	nm0994428	director	\N	\N
tt10101124	6	nm1969432	director	\N	\N
tt1010156	17	nm1729057	director	director	\N
tt10101604	4	nm7743857	director	\N	\N
tt10103768	4	nm8706928	director	\N	\N
tt10103910	8	nm1875154	director	creative director	\N
tt10107882	13	nm9241500	director	\N	\N
tt10113994	12	nm4027968	director	\N	\N
tt10118930	2	nm4420789	director	\N	\N
tt10119338	4	nm14300532	director	\N	\N
tt10124818	3	nm5531788	director	\N	\N
tt10127752	3	nm2490845	director	\N	\N
tt10128268	11	nm0406752	director	\N	\N
tt10129328	8	nm7412669	director	\N	\N
tt10130090	11	nm3045683	director	director	\N
tt10132130	12	nm15022986	director	director	\N
tt10134016	9	nm9287440	director	director	\N
tt1013521	8	nm0006943	director	\N	\N
tt10135484	3	nm10598426	director	director	\N
tt10135684	5	nm7087639	director	\N	\N
tt10137850	11	nm0854248	director	\N	\N
tt10138800	10	nm6119929	director	director	\N
tt10139900	11	nm0351645	director	\N	\N
tt1014144	11	nm0148736	director	\N	\N
tt1014346	4	nm3811629	director	\N	\N
tt10144058	4	nm0699389	director	director	\N
tt10145812	4	nm0474848	director	\N	\N
tt10145822	3	nm1618126	director	\N	\N
tt10148814	11	nm0854248	director	\N	\N
tt10148970	3	nm9111563	director	\N	\N
tt10149110	6	nm4726081	director	\N	\N
tt10153036	4	nm0637394	director	\N	\N
tt10153872	11	nm3515307	director	\N	\N
tt10155962	7	nm10608119	director	\N	\N
tt10157318	2	nm4033418	director	\N	\N
tt10160234	4	nm0637394	director	\N	\N
tt10160874	6	nm1218817	director	\N	\N
tt10161352	11	nm2057283	director	\N	\N
tt10163958	3	nm0215166	director	\N	\N
tt10169496	16	nm10604490	director	\N	\N
tt10170510	4	nm0637394	director	\N	\N
tt10171226	11	nm14506771	director	creative director	\N
tt10174886	3	nm0215166	director	\N	\N
tt10175304	5	nm10616778	director	\N	\N
tt10178534	9	nm9784963	director	\N	\N
tt10180712	6	nm5093723	director	series director	\N
tt10187124	5	nm0189373	director	\N	\N
tt10193950	2	nm7307619	director	\N	\N
tt10197192	14	nm1203821	director	\N	\N
tt10199354	11	nm1068982	director	\N	\N
tt10202232	7	nm8816544	director	\N	\N
tt10206958	7	nm8255206	director	\N	\N
tt10207128	5	nm10631312	director	\N	\N
tt10207756	2	nm0169608	director	director	\N
tt10208130	6	nm0886763	director	\N	\N
tt10212258	4	nm3002758	director	\N	\N
tt1021531	1	nm1697392	director	\N	\N
tt10220592	4	nm10564978	director	\N	\N
tt10221914	3	nm1865788	director	\N	\N
tt10224038	3	nm6219677	director	\N	\N
tt1022980	1	nm2236258	director	\N	\N
tt10230290	6	nm0071123	director	director	\N
tt1023240	7	nm0728852	director	\N	\N
tt10234054	4	nm10280948	director	\N	\N
tt10239466	2	nm4428151	director	\N	\N
tt10239532	4	nm10384853	director	\N	\N
tt10240186	8	nm8255205	director	series director	\N
tt10242732	4	nm1865788	director	\N	\N
tt10245910	11	nm1213790	director	\N	\N
tt10248058	4	nm9601092	director	series director	\N
tt1024859	8	nm2645104	director	\N	\N
tt10252202	6	nm7867124	director	director	\N
tt10252868	5	nm5602419	director	\N	\N
tt10255702	1	nm0457554	director	\N	\N
tt10257962	3	nm1363214	director	\N	\N
tt10259434	5	nm1957846	director	\N	\N
tt10259762	4	nm15912382	director	\N	\N
tt1026024	15	nm0689983	director	\N	\N
tt10267940	11	nm9024535	director	\N	\N
tt10272314	3	nm1865788	director	\N	\N
tt10273086	3	nm0440859	director	\N	\N
tt10274490	4	nm6391267	director	\N	\N
tt1027472	11	nm0654109	director	\N	\N
tt1027742	11	nm0005672	director	\N	\N
tt1028352	25	nm0191386	director	director	\N
tt10285796	3	nm8317424	director	\N	\N
tt10286508	4	nm15912382	director	\N	\N
tt10286598	4	nm3022658	director	\N	\N
tt10287704	13	nm4470677	director	\N	\N
tt10288924	4	nm3461159	director	\N	\N
tt10293022	1	nm0207532	director	\N	\N
tt10295266	2	nm1213638	director	\N	\N
tt1029600	9	nm0446334	director	\N	\N
tt10297010	8	nm13187947	director	director	\N
tt10297880	2	nm0451128	director	\N	\N
tt10302886	8	nm0038077	director	\N	\N
tt10304006	5	nm3592706	director	\N	\N
tt10306654	7	nm4979670	director	creative director	\N
tt10307016	7	nm1276122	director	director	\N
tt10307356	3	nm8152665	director	\N	\N
tt10312386	12	nm0291183	director	\N	\N
tt10312938	1	nm3700131	director	\N	\N
tt10315968	2	nm2739196	director	\N	\N
tt10317508	9	nm3395194	director	\N	\N
tt10319916	2	nm10688120	director	\N	\N
tt10321642	11	nm0130509	director	\N	\N
tt10323152	4	nm10689567	director	\N	\N
tt1032565	9	nm0040029	director	\N	\N
tt10326924	10	nm9567882	director	\N	\N
tt10330416	12	nm1600838	director	director	\N
tt10331056	13	nm5749399	director	director	\N
tt1033122	11	nm0923141	director	\N	\N
tt10335714	13	nm0757739	director	\N	\N
tt10337524	1	nm2595723	director	\N	\N
tt10339184	9	nm0721405	director	\N	\N
tt10339250	7	nm0721405	director	\N	\N
tt10341294	11	nm6790280	director	\N	\N
tt10346584	8	nm3855412	director	\N	\N
tt10348796	11	nm8787778	director	\N	\N
tt10352124	8	nm1568433	director	\N	\N
tt10353368	5	nm6908650	director	\N	\N
tt10355224	2	nm4955632	director	\N	\N
tt10358006	11	nm5563885	director	\N	\N
tt10359240	8	nm0997109	director	director	\N
tt10362562	7	nm1568433	director	\N	\N
tt1036265	11	nm0872592	director	\N	\N
tt10371600	7	nm0757739	director	\N	\N
tt10372492	7	nm0721405	director	\N	\N
tt10372968	6	nm0417197	director	\N	\N
tt10377714	11	nm4455634	director	creative director	\N
tt10377758	10	nm3246845	director	\N	\N
tt10377840	4	nm5013061	director	\N	\N
tt10380732	11	nm0041332	director	\N	\N
tt10382068	1	nm0230665	director	\N	\N
tt10382118	3	nm9750986	director	\N	\N
tt10382724	10	nm0233071	director	\N	\N
tt10383816	5	nm0771187	director	\N	\N
tt1038392	7	nm1079533	director	\N	\N
tt10384060	3	nm4319122	director	director	\N
tt10385754	14	nm0656440	director	\N	\N
tt10386506	3	nm9750986	director	\N	\N
tt1038854	11	nm1190091	director	\N	\N
tt10390076	9	nm5211500	director	\N	\N
tt10390622	14	nm8028646	director	director	\N
tt10390876	6	nm7638155	director	director	\N
tt10392830	11	nm10615371	director	\N	\N
tt10396920	12	nm1384904	director	\N	\N
tt1039817	3	nm1310724	director	\N	\N
tt10400108	11	nm0452858	director	\N	\N
tt10400376	8	nm0737880	director	\N	\N
tt10401860	11	nm0221452	director	\N	\N
tt10402280	3	nm1876309	director	\N	\N
tt10403030	1	nm10945986	director	director	\N
tt1040320	2	nm10797818	director	\N	\N
tt10404718	2	nm3929819	director	\N	\N
tt10405006	11	nm0218640	director	\N	\N
tt10406154	14	nm0656440	director	\N	\N
tt10406688	7	nm0757739	director	\N	\N
tt10411030	8	nm0752287	director	\N	\N
tt10414150	5	nm0437292	director	\N	\N
tt10415484	14	nm2225920	director	\N	\N
tt10416856	3	nm9911255	director	\N	\N
tt10419760	8	nm0737880	director	\N	\N
tt1042028	11	nm0652969	director	\N	\N
tt10420286	3	nm10379221	director	\N	\N
tt1042036	17	nm0206816	director	\N	\N
tt10421800	11	nm0291183	director	\N	\N
tt1042205	11	nm0440006	director	\N	\N
tt10423310	12	nm0720462	director	\N	\N
tt1042367	11	nm1776938	director	\N	\N
tt10424560	3	nm1876309	director	\N	\N
tt10425706	11	nm8669327	director	creative director	\N
tt1042803	3	nm1904961	director	\N	\N
tt10431128	4	nm0686136	director	\N	\N
tt10431202	3	nm4303832	director	\N	\N
tt10435710	9	nm1966600	director	creative director	\N
tt10439628	6	nm0700545	director	\N	\N
tt10440774	4	nm1384904	director	\N	\N
tt10444558	4	nm1384904	director	\N	\N
tt10445126	5	nm0028814	director	\N	\N
tt10446604	11	nm2875578	director	\N	\N
tt10448078	6	nm0700545	director	\N	\N
tt10449558	11	nm0720470	director	\N	\N
tt10449812	3	nm1876309	director	\N	\N
tt10456012	1	nm9110010	director	\N	\N
tt10456162	7	nm1227859	director	\N	\N
tt10459248	5	nm0655197	director	\N	\N
tt1046407	6	nm0281058	director	\N	\N
tt1046923	7	nm1962847	director	\N	\N
tt10469302	13	nm0884037	director	\N	\N
tt10469474	12	nm0483582	director	\N	\N
tt10469964	11	nm4909944	director	\N	\N
tt10474014	3	nm8647803	director	\N	\N
tt10474066	12	nm1294793	director	\N	\N
tt10477068	9	nm0605600	director	\N	\N
tt10477332	8	nm8139688	director	\N	\N
tt10479646	14	nm0908607	director	\N	\N
tt1047979	11	nm0403524	director	\N	\N
tt10480678	4	nm0159012	director	director	\N
tt10485730	3	nm0715615	director	\N	\N
tt10486320	5	nm0001904	director	\N	\N
tt10486436	5	nm0001904	director	\N	\N
tt10490084	13	nm8213447	director	\N	\N
tt10493716	5	nm0768939	director	director	\N
tt1049507	1	nm0227139	director	director	\N
tt10497098	11	nm0772460	director	\N	\N
tt10497530	13	nm3022388	director	\N	\N
tt1049983	17	nm0522436	director	\N	\N
tt10499970	3	nm9466299	director	\N	\N
tt1050116	3	nm1315297	director	\N	\N
tt10506166	4	nm10770512	director	\N	\N
tt10507082	5	nm0768939	director	director	\N
tt10507748	6	nm1188462	director	director	\N
tt10511702	5	nm0737880	director	\N	\N
tt10512260	13	nm8213447	director	\N	\N
tt1051335	9	nm2331413	director	\N	\N
tt10521706	2	nm9634173	director	\N	\N
tt10522158	12	nm1865788	director	\N	\N
tt10526782	6	nm0600353	director	\N	\N
tt10527002	8	nm0622350	director	\N	\N
tt10527276	11	nm0814716	director	\N	\N
tt10527954	13	nm8213447	director	\N	\N
tt10530388	11	nm0994466	director	\N	\N
tt10531246	12	nm11057427	director	\N	\N
tt10531248	13	nm1863744	director	\N	\N
tt1053502	5	nm0860260	director	director	\N
tt10536728	3	nm0519117	director	\N	\N
tt10538580	2	nm10790660	director	\N	\N
tt10539170	4	nm4162997	director	\N	\N
tt10539396	2	nm0165617	director	\N	\N
tt10541668	13	nm1863744	director	\N	\N
tt10542108	7	nm0122319	director	\N	\N
tt10543934	11	nm0476892	director	\N	\N
tt10544758	11	nm0623001	director	\N	\N
tt10547582	5	nm2818284	director	series director	\N
tt10547962	6	nm3131807	director	\N	\N
tt10552988	2	nm1855392	director	\N	\N
tt10553530	2	nm5958962	director	\N	\N
tt10555180	1	nm4496053	director	\N	\N
tt1055558	11	nm2805086	director	\N	\N
tt10556936	12	nm11057427	director	\N	\N
tt10557972	6	nm8120565	director	\N	\N
tt10559166	3	nm4068670	director	\N	\N
tt10565716	6	nm0600353	director	\N	\N
tt10568494	5	nm3817844	director	\N	\N
tt10570680	8	nm1053241	director	\N	\N
tt10571204	13	nm1863744	director	\N	\N
tt10572036	4	nm8637652	director	\N	\N
tt10572222	7	nm2140474	director	post supervising director	\N
tt10580238	4	nm0657632	director	\N	\N
tt1058725	11	nm1059641	director	\N	\N
tt10588234	13	nm11741397	director	\N	\N
tt10591134	6	nm0474848	director	\N	\N
tt10591256	6	nm9605429	director	creative director	\N
tt10593834	6	nm6374079	director	\N	\N
tt10594102	4	nm0474848	director	\N	\N
tt10595272	11	nm0872469	director	\N	\N
tt10596066	4	nm10812221	director	\N	\N
tt10600380	5	nm9605429	director	creative director	\N
tt10600548	5	nm10948527	director	\N	\N
tt10600730	4	nm10812221	director	\N	\N
tt10601516	3	nm9218211	director	\N	\N
tt10603160	11	nm0790494	director	\N	\N
tt10604932	4	nm8196792	director	\N	\N
tt10609262	4	nm3771559	director	\N	\N
tt10613820	4	nm4842529	director	\N	\N
tt10614406	4	nm0031588	director	\N	\N
tt10621448	13	nm0956431	director	\N	\N
tt10632080	7	nm9891925	director	\N	\N
tt10634948	2	nm2664020	director	\N	\N
tt1063875	13	nm0740869	director	\N	\N
tt10640316	4	nm10812221	director	\N	\N
tt10641964	4	nm0475495	director	\N	\N
tt1064259	14	nm2426885	director	\N	\N
tt10644150	11	nm3377111	director	\N	\N
tt10646238	4	nm0201927	director	\N	\N
tt1064762	3	nm0925028	director	\N	\N
tt10649814	4	nm9957695	director	\N	\N
tt10649908	6	nm0570730	director	director	\N
tt10651904	5	nm9891925	director	\N	\N
tt10653962	4	nm0201927	director	\N	\N
tt10655458	3	nm10844716	director	\N	\N
tt10655740	2	nm8128780	director	director	\N
tt10655768	8	nm0530979	director	\N	\N
tt10656870	4	nm0475495	director	\N	\N
tt1065770	6	nm0696489	director	\N	\N
tt1065793	9	nm0696489	director	\N	\N
tt1066179	11	nm0968708	director	\N	\N
tt10662730	11	nm0162777	director	\N	\N
tt10663290	4	nm9957695	director	\N	\N
tt10665124	10	nm10673157	director	\N	\N
tt10667252	11	nm0626490	director	\N	\N
tt10668400	5	nm9891925	director	\N	\N
tt10669518	2	nm1735334	director	\N	\N
tt10677574	5	nm10831796	director	\N	\N
tt1067843	11	nm0968708	director	\N	\N
tt10681766	3	nm0639293	director	\N	\N
tt10682994	3	nm1727396	director	\N	\N
tt10683194	13	nm0221452	director	\N	\N
tt10683270	13	nm0221452	director	\N	\N
tt10683670	4	nm9957695	director	\N	\N
tt10684212	4	nm0201927	director	\N	\N
tt10687118	3	nm10859939	director	\N	\N
tt10688866	5	nm10831796	director	\N	\N
tt10693554	4	nm4159157	director	\N	\N
tt10693770	13	nm0221452	director	\N	\N
tt1069939	11	nm0090477	director	\N	\N
tt10704798	8	nm4027968	director	\N	\N
tt10708144	11	nm4909815	director	\N	\N
tt10711882	4	nm5727175	director	\N	\N
tt1071204	1	nm2224269	director	\N	\N
tt1071427	10	nm0490133	director	\N	\N
tt10715508	4	nm5727175	director	\N	\N
tt10718084	2	nm2352040	director	\N	\N
tt10719572	8	nm4254031	director	\N	\N
tt10720050	10	nm2501373	director	director	\N
tt10721212	11	nm1567025	director	\N	\N
tt10722160	8	nm3576068	director	\N	\N
tt10725528	4	nm1487328	director	\N	\N
tt10727284	14	nm5012547	director	creative director	\N
tt10733774	14	nm0448946	director	\N	\N
tt10733812	7	nm9710526	director	\N	\N
tt10734776	11	nm5766923	director	\N	\N
tt10736194	1	nm6916508	director	\N	\N
tt10737064	14	nm5012547	director	creative director	\N
tt10739914	3	nm10727483	director	\N	\N
tt10742260	5	nm14054676	director	\N	\N
tt10756004	10	nm10689964	director	\N	\N
tt10756308	7	nm8925710	director	\N	\N
tt10757888	6	nm0251507	director	\N	\N
tt10757948	11	nm4595036	director	\N	\N
tt10758582	11	nm8432325	director	\N	\N
tt1075886	5	nm0696489	director	\N	\N
tt10760346	6	nm1637844	director	director	\N
tt10760492	4	nm8706928	director	\N	\N
tt10762824	3	nm10727483	director	\N	\N
tt10764782	11	nm0308305	director	director	\N
tt10765106	3	nm0331135	director	\N	\N
tt10770048	11	nm5766923	director	\N	\N
tt10770056	12	nm1756732	director	\N	\N
tt1077020	5	nm0396207	director	\N	\N
tt1077482	11	nm0170680	director	\N	\N
tt10779798	10	nm1965993	director	\N	\N
tt10781496	6	nm0013160	director	\N	\N
tt10782614	3	nm5198036	director	\N	\N
tt1078356	7	nm1056383	director	\N	\N
tt10787026	11	nm0227178	director	\N	\N
tt10787198	4	nm8393983	director	director	\N
tt10788332	5	nm0564604	director	\N	\N
tt10791608	4	nm0451234	director	\N	\N
tt10792212	6	nm0013160	director	\N	\N
tt10799182	2	nm3937708	director	\N	\N
tt10801786	4	nm0561797	director	\N	\N
tt10803296	5	nm5227799	director	\N	\N
