tconst	ordering	nconst	category	job	characters
tt7707606	6	nm0261690	director	\N	\N
tt7707606	9	nm1680305	director	director	\N
tt7708038	4	nm9464081	director	\N	\N
tt7711058	9	nm1281831	director	director	\N
tt7711444	6	nm0527004	director	director	\N
tt7711906	4	nm0093505	director	\N	\N
tt7715918	5	nm1329162	director	\N	\N
tt7716422	11	nm0895076	director	\N	\N
tt7717112	4	nm6217205	director	\N	\N
tt7719232	6	nm0527004	director	director	\N
tt7720174	6	nm1580764	director	\N	\N
tt7720322	5	nm0351237	director	\N	\N
tt7726644	6	nm1185214	director	\N	\N
tt7727024	3	nm8721856	director	\N	\N
tt7730772	5	nm0729455	director	\N	\N
tt7731208	9	nm1590212	director	director	\N
tt7733528	2	nm5470061	director	director	\N
tt7734692	2	nm3194353	director	\N	\N
tt7741614	17	nm1291225	director	supervising director	\N
tt7742104	11	nm1252166	director	\N	\N
tt7744214	7	nm9484474	director	\N	\N
tt7749474	11	nm9344034	director	director	\N
tt7750030	1	nm7554323	director	director	\N
tt7753900	7	nm1580764	director	\N	\N
tt7755666	7	nm9490368	director	\N	\N
tt7756732	7	nm1218169	director	director	\N
tt7757290	13	nm1539146	director	director	\N
tt7757402	11	nm0351237	director	\N	\N
tt7759878	7	nm1494098	director	\N	\N
tt7760456	9	nm1185214	director	\N	\N
tt7763446	4	nm0273986	director	director	\N
tt7771006	2	nm7547835	director	\N	\N
tt7780900	9	nm0844778	director	\N	\N
tt7781872	3	nm8924238	director	\N	\N
tt7792418	7	nm0422874	director	\N	\N
tt7796620	6	nm0314069	director	\N	\N
tt7796942	12	nm1369055	director	director	\N
tt7797484	8	nm4890174	director	\N	\N
tt7799540	11	nm9427178	director	\N	\N
tt7800202	7	nm9515537	director	\N	\N
tt7800222	6	nm0128003	director	\N	\N
tt7801066	5	nm0422874	director	\N	\N
tt7806954	8	nm6236053	director	\N	\N
tt7809684	4	nm0652969	director	\N	\N
tt7810540	7	nm1145806	director	\N	\N
tt7810706	1	nm7702935	director	\N	\N
tt7815142	11	nm3061515	director	series director	\N
tt7819222	11	nm0081593	director	\N	\N
tt7819310	6	nm0719392	director	\N	\N
tt7819372	7	nm0207011	director	\N	\N
tt7819412	6	nm0122730	director	\N	\N
tt7819988	11	nm3061515	director	series director	\N
tt7820854	11	nm0371348	director	\N	\N
tt7823000	12	nm0243046	director	\N	\N
tt7824300	7	nm1357857	director	\N	\N
tt7824392	11	nm0890173	director	\N	\N
tt7830998	2	nm1557585	director	\N	\N
tt7835240	2	nm7725685	director	\N	\N
tt7835616	1	nm0386824	director	\N	\N
tt7841112	1	nm9537491	director	\N	\N
tt7841910	5	nm1566468	director	director	\N
tt7859272	11	nm0348735	director	\N	\N
tt7859840	8	nm0753826	director	director	\N
tt7860598	3	nm1287295	director	\N	\N
tt7863742	7	nm0031614	director	\N	\N
tt7864074	7	nm1369055	director	director	\N
tt7864686	6	nm1019499	director	\N	\N
tt7866528	11	nm2285254	director	\N	\N
tt7868172	11	nm0348735	director	\N	\N
tt7872434	10	nm1130096	director	\N	\N
tt7873588	5	nm0306320	director	\N	\N
tt7877666	4	nm0052878	director	\N	\N
tt7887942	4	nm0052878	director	\N	\N
tt7893444	11	nm0048978	director	\N	\N
tt7895186	7	nm0897374	director	\N	\N
tt7899342	11	nm3371180	director	\N	\N
tt7902372	7	nm0207011	director	\N	\N
tt7908556	5	nm6707031	director	\N	\N
tt7911076	12	nm0686121	director	\N	\N
tt7911230	4	nm0907416	director	director	\N
tt7915044	11	nm1018148	director	director	\N
tt7920578	4	nm0813529	director	\N	\N
tt7920620	4	nm0813529	director	\N	\N
tt7922542	5	nm1145806	director	\N	\N
tt7922696	6	nm0759469	director	\N	\N
tt7923206	4	nm1162606	director	\N	\N
tt7940248	10	nm2702030	director	\N	\N
tt7940926	11	nm0940668	director	\N	\N
tt7941708	2	nm10258111	director	series director	\N
tt7944358	4	nm9106620	director	\N	\N
tt7948988	8	nm9597116	director	\N	\N
tt7950308	12	nm0001538	director	\N	\N
tt7959600	11	nm0417794	director	\N	\N
tt7962854	2	nm7098720	director	\N	\N
tt7963708	8	nm1834237	director	\N	\N
tt7965106	5	nm0537354	director	\N	\N
tt7968576	6	nm0032853	director	\N	\N
tt7969202	7	nm9608460	director	\N	\N
tt7972882	7	nm0719392	director	\N	\N
tt7974104	11	nm0816074	director	\N	\N
tt7974780	10	nm6817336	director	\N	\N
tt7975350	7	nm0665889	director	director	\N
tt7977782	6	nm7593178	director	\N	\N
tt7979380	1	nm6404931	director	\N	\N
tt7981378	12	nm9475726	director	reenactment director	\N
tt7988546	5	nm7158291	director	\N	\N
tt7994254	7	nm0290544	director	director	\N
tt7995838	11	nm3163149	director	\N	\N
tt7999772	2	nm0470388	director	\N	\N
tt8006334	11	nm11684941	director	\N	\N
tt8008336	7	nm1894292	director	\N	\N
tt8008548	11	nm0616443	director	\N	\N
tt8008722	7	nm3164678	director	\N	\N
tt8010916	1	nm9631512	director	director	\N
tt8011152	1	nm1136140	director	\N	\N
tt8012340	7	nm9632238	director	\N	\N
tt8023166	12	nm8498219	director	\N	\N
tt8026048	9	nm3164678	director	\N	\N
tt8028216	12	nm0463651	director	\N	\N
tt8030970	17	nm8747064	director	\N	\N
tt8036226	11	nm9586974	director	\N	\N
tt8039786	11	nm4767658	director	\N	\N
tt8048858	11	nm5162513	director	\N	\N
tt8049336	5	nm1329162	director	\N	\N
tt8053162	7	nm1208260	director	\N	\N
tt8058686	7	nm3322985	director	supervising director	\N
tt8058724	12	nm0897374	director	\N	\N
tt8059062	11	nm2275000	director	\N	\N
tt8059452	5	nm8719492	director	\N	\N
tt8061148	11	nm12762795	director	\N	\N
tt8069972	7	nm3872648	director	\N	\N
tt8073162	5	nm1329162	director	\N	\N
tt8073242	6	nm8899614	director	\N	\N
tt8073424	7	nm1388416	director	\N	\N
tt8080090	8	nm4393883	director	\N	\N
tt8082024	12	nm2130481	director	\N	\N
tt8087162	6	nm0482901	director	\N	\N
tt8088558	8	nm7855735	director	\N	\N
tt8090348	13	nm11654300	director	\N	\N
tt8091530	1	nm9114647	director	\N	\N
tt8092280	3	nm6899398	director	director	\N
tt8095890	6	nm1190313	director	\N	\N
tt8096366	7	nm0195270	director	\N	\N
tt8096642	11	nm1732848	director	series director	\N
tt8098950	11	nm8126979	director	\N	\N
tt8100408	11	nm1709235	director	series director	\N
tt8103850	7	nm0243455	director	\N	\N
tt8104810	5	nm1872517	director	\N	\N
tt8105124	6	nm1865463	director	director	\N
tt8108408	11	nm1672004	director	\N	\N
tt8109070	6	nm0872535	director	\N	\N
tt8112012	7	nm0707364	director	director	\N
tt8113050	6	nm0211199	director	\N	\N
tt8117514	11	nm0785498	director	\N	\N
tt8117784	12	nm0305493	director	director	\N
tt8121590	8	nm0904942	director	\N	\N
tt8122180	13	nm0306236	director	director	\N
tt8123798	2	nm8358561	director	supervising director	\N
tt8126898	6	nm0284639	director	\N	\N
tt8130298	2	nm5057781	director	\N	\N
tt8131570	4	nm1585800	director	\N	\N
tt8137140	11	nm0470666	director	\N	\N
tt8140390	9	nm2369483	director	\N	\N
tt8147894	13	nm3824367	director	\N	\N
tt8149082	5	nm1416704	director	\N	\N
tt8155050	14	nm2129418	director	director	\N
tt8155134	11	nm9705781	director	\N	\N
tt8159000	6	nm0423053	director	\N	\N
tt8159442	4	nm9086354	director	\N	\N
tt8162446	6	nm0765591	director	\N	\N
tt8162808	4	nm0729455	director	\N	\N
tt8162922	8	nm0348735	director	\N	\N
tt8163148	14	nm0586069	director	director	\N
tt8163166	14	nm0586069	director	director	\N
tt8171884	3	nm4870361	director	\N	\N
tt8172818	6	nm0765591	director	\N	\N
tt8176212	6	nm10377741	director	director	\N
tt8176454	5	nm4870517	director	\N	\N
tt8186070	7	nm0575685	director	\N	\N
tt8186076	7	nm0575685	director	\N	\N
tt8186822	7	nm0230352	director	\N	\N
tt8195212	7	nm0230352	director	\N	\N
tt8200404	11	nm1441484	director	\N	\N
tt8200414	11	nm1441484	director	\N	\N
tt8204202	2	nm7028412	director	\N	\N
tt8205082	10	nm9217002	director	director	\N
tt8206336	11	nm0038211	director	\N	\N
tt8206402	3	nm4380404	director	\N	\N
tt8206926	3	nm3669818	director	\N	\N
tt8207628	5	nm9431393	director	\N	\N
tt8210008	10	nm3164678	director	\N	\N
tt8217000	11	nm2556224	director	\N	\N
tt8219370	3	nm0270671	director	\N	\N
tt8220630	13	nm4346625	director	director	\N
tt8223324	1	nm9742232	director	\N	\N
tt8226688	10	nm0776931	director	\N	\N
tt8229464	4	nm5580996	director	\N	\N
tt8229808	6	nm0303497	director	\N	\N
tt8230034	7	nm0328520	director	\N	\N
tt8233774	11	nm1538681	director	\N	\N
tt8234182	6	nm1903155	director	\N	\N
tt8235880	3	nm1337313	director	\N	\N
tt8238646	7	nm0897374	director	\N	\N
tt8238940	7	nm0052486	director	\N	\N
tt8242886	7	nm0889916	director	\N	\N
tt8243010	7	nm1894783	director	\N	\N
tt8243334	6	nm0845142	director	\N	\N
tt8245188	1	nm1114245	director	\N	\N
tt8250078	6	nm9757557	director	\N	\N
tt8250846	5	nm7333041	director	\N	\N
tt8255748	6	nm0145114	director	\N	\N
tt8256448	6	nm1629056	director	\N	\N
tt8257828	3	nm4515964	director	\N	\N
tt8257938	12	nm0759469	director	\N	\N
tt8261874	12	nm2164306	director	\N	\N
tt8261892	14	nm2338425	director	\N	\N
tt8263088	1	nm4933808	director	director	\N
tt8264832	8	nm0621808	director	\N	\N
tt8267480	11	nm1047651	director	\N	\N
tt8269794	13	nm0754474	director	\N	\N
tt8270540	11	nm0830634	director	\N	\N
tt8272114	4	nm3131738	director	\N	\N
tt8272404	8	nm4612445	director	\N	\N
tt8274970	6	nm0720448	director	director	\N
tt8275040	9	nm0671226	director	\N	\N
tt8276182	5	nm0914844	director	\N	\N
tt8276590	11	nm0100433	director	\N	\N
tt8277084	8	nm1135056	director	\N	\N
tt8278326	8	nm3872013	director	\N	\N
tt8281392	16	nm4638591	director	\N	\N
tt8282612	3	nm8990195	director	\N	\N
tt8283826	9	nm0671226	director	\N	\N
tt8284722	6	nm0360324	director	\N	\N
tt8285284	5	nm0568249	director	\N	\N
tt8288474	11	nm0621808	director	\N	\N
tt8293228	7	nm0091143	director	\N	\N
tt8295228	10	nm2485018	director	\N	\N
tt8297968	8	nm1455907	director	\N	\N
tt8297972	8	nm1455907	director	\N	\N
tt8298778	8	nm1042011	director	\N	\N
tt8303020	11	nm1284464	director	\N	\N
tt8303748	11	nm4813513	director	\N	\N
tt8308132	11	nm1136926	director	\N	\N
tt8308846	9	nm0486621	director	\N	\N
tt8312726	12	nm0110021	director	\N	\N
tt8313462	13	nm0100189	director	\N	\N
tt8313892	9	nm1455907	director	\N	\N
tt8314040	7	nm0537354	director	\N	\N
tt8314452	12	nm2419378	director	\N	\N
tt8315410	12	nm9587078	director	\N	\N
tt8316954	5	nm0872780	director	\N	\N
tt8320862	11	nm2766776	director	\N	\N
tt8321030	7	nm0953323	director	\N	\N
tt8321198	7	nm0537354	director	\N	\N
tt8322724	11	nm0001555	director	\N	\N
tt8335052	7	nm0661722	director	\N	\N
tt8336312	11	nm0723330	director	\N	\N
tt8338098	5	nm8854689	director	\N	\N
tt8340808	7	nm2117709	director	\N	\N
tt8344346	2	nm0855882	director	director	\N
tt8345262	11	nm0042771	director	\N	\N
tt8346264	7	nm0554045	director	\N	\N
tt8353378	13	nm0096539	director	director	\N
tt8356370	8	nm3106094	director	\N	\N
tt8357650	8	nm1557468	director	director	\N
tt8360006	1	nm6266830	director	\N	\N
tt8362486	8	nm0754474	director	\N	\N
tt8363268	5	nm3690438	director	\N	\N
tt8366134	7	nm0051678	director	\N	\N
tt8368220	5	nm4703308	director	\N	\N
tt8368324	3	nm9815554	director	\N	\N
tt8372756	5	nm4322209	director	\N	\N
tt8378548	2	nm5752785	director	\N	\N
tt8378932	5	nm0100189	director	\N	\N
tt8386908	1	nm1319057	director	\N	\N
tt8388996	5	nm0307368	director	\N	\N
tt8392546	8	nm0858253	director	\N	\N
tt8398816	12	nm0089368	director	\N	\N
tt8399254	1	nm2317339	director	\N	\N
tt8403004	11	nm0174557	director	\N	\N
tt8411608	13	nm0178957	director	\N	\N
tt8411626	14	nm0905354	director	\N	\N
tt8412442	5	nm3728000	director	\N	\N
tt8417516	8	nm0058799	director	\N	\N
tt8419982	13	nm0178957	director	\N	\N
tt8422590	11	nm0854248	director	\N	\N
tt8423748	15	nm0879682	director	\N	\N
tt8424496	13	nm0537354	director	\N	\N
tt8428878	2	nm3358747	director	\N	\N
tt8432358	14	nm0142461	director	\N	\N
tt8433244	12	nm0723330	director	\N	\N
tt8435486	10	nm2216409	director	\N	\N
tt8437426	11	nm0682538	director	\N	\N
tt8441120	12	nm0290402	director	\N	\N
tt8441502	8	nm0433786	director	\N	\N
tt8444670	2	nm5579304	director	\N	\N
tt8444732	10	nm0727897	director	director	\N
tt8444844	3	nm8255169	director	\N	\N
tt8445006	14	nm2102826	director	\N	\N
tt8445580	14	nm0905354	director	\N	\N
tt8448038	4	nm9316995	director	\N	\N
tt8455478	12	nm0142438	director	\N	\N
tt8455664	6	nm0089368	director	\N	\N
tt8460938	8	nm0272898	director	\N	\N
tt8463496	7	nm5869946	director	\N	\N
tt8466778	2	nm5451495	director	\N	\N
tt8467286	1	nm7646031	director	\N	\N
tt8468152	7	nm0554045	director	\N	\N
tt8468438	6	nm0342162	director	\N	\N
tt8468446	7	nm0953323	director	\N	\N
tt8468702	8	nm0754628	director	\N	\N
tt8470936	15	nm4430153	director	\N	\N
tt8472502	13	nm0535647	director	\N	\N
tt8473090	7	nm2385721	director	\N	\N
tt8473498	4	nm1878198	director	\N	\N
tt8477156	6	nm1939499	director	\N	\N
tt8477466	7	nm0272898	director	\N	\N
tt8478674	12	nm0598173	director	\N	\N
tt8479876	1	nm2404202	director	\N	\N
tt8485150	7	nm0257872	director	director	\N
tt8486670	7	nm0146328	director	\N	\N
tt8490180	16	nm1042011	director	\N	\N
tt8493456	5	nm7353328	director	\N	\N
tt8499338	2	nm7518657	director	\N	\N
tt8500748	7	nm0955161	director	\N	\N
tt8502768	4	nm2095656	director	\N	\N
tt8503002	3	nm9881939	director	director	\N
tt8504542	7	nm0554045	director	\N	\N
tt8504896	14	nm0784796	director	\N	\N
tt8510224	6	nm9885242	director	\N	\N
tt8515084	2	nm9888231	director	\N	\N
tt8517128	3	nm1181471	director	\N	\N
tt8517634	3	nm6495404	director	\N	\N
tt8521232	11	nm6695356	director	\N	\N
tt8521648	2	nm3989867	director	\N	\N
tt8523854	12	nm0223672	director	\N	\N
tt8523922	13	nm0181884	director	\N	\N
tt8524716	11	nm0535647	director	\N	\N
tt8525224	13	nm0905354	director	\N	\N
tt8529120	13	nm4187675	director	\N	\N
tt8531156	11	nm8506451	director	\N	\N
tt8531280	2	nm4723445	director	\N	\N
tt8533778	13	nm0276919	director	\N	\N
tt8534128	7	nm0276899	director	\N	\N
tt8534924	12	nm5190729	director	\N	\N
tt8534986	13	nm4187675	director	\N	\N
tt8535016	11	nm0592085	director	\N	\N
tt8537228	2	nm9823015	director	\N	\N
tt8538254	11	nm0142461	director	\N	\N
tt8540610	2	nm9899213	director	\N	\N
tt8546594	11	nm0622325	director	director	\N
tt8547158	11	nm0664947	director	\N	\N
tt8548308	11	nm0178957	director	\N	\N
tt8548466	11	nm0848222	director	\N	\N
tt8548610	9	nm4619088	director	\N	\N
tt8549346	11	nm0554045	director	\N	\N
tt8549592	11	nm0057028	director	\N	\N
tt8552238	11	nm0541027	director	\N	\N
tt8554792	2	nm0493543	director	\N	\N
tt8557360	14	nm0686259	director	director	\N
tt8557720	13	nm0618535	director	\N	\N
tt8562788	6	nm0057028	director	\N	\N
tt8568230	12	nm0813459	director	\N	\N
tt8568290	14	nm0998185	director	\N	\N
tt8572768	14	nm0998185	director	\N	\N
tt8572878	11	nm0554045	director	\N	\N
tt8574446	5	nm2667363	director	\N	\N
tt8577562	10	nm0829985	director	\N	\N
tt8578712	14	nm0770375	director	\N	\N
tt8578892	12	nm0042768	director	\N	\N
tt8582296	9	nm0089368	director	\N	\N
tt8584978	6	nm3543091	director	\N	\N
tt8586280	15	nm1063865	director	episode director	\N
tt8587010	11	nm1281229	director	\N	\N
tt8587732	7	nm0089368	director	\N	\N
tt8588250	3	nm2147306	director	\N	\N
tt8595660	4	nm5709331	director	\N	\N
tt8595754	2	nm7340087	director	\N	\N
tt8596258	9	nm0561336	director	\N	\N
tt8599676	9	nm0142438	director	\N	\N
tt8599938	10	nm0276899	director	\N	\N
tt8600754	7	nm0953323	director	\N	\N
tt8601522	9	nm0057028	director	\N	\N
tt8605514	10	nm1167622	director	chief director	\N
tt8605634	10	nm1167622	director	chief director	\N
tt8606880	11	nm0427532	director	\N	\N
tt8614702	3	nm9908750	director	\N	\N
tt8615930	5	nm0387695	director	\N	\N
tt8626058	10	nm10003579	director	\N	\N
tt8626068	1	nm3725550	director	\N	\N
tt8626302	8	nm9894835	director	\N	\N
tt8634456	2	nm0569785	director	\N	\N
tt8635318	11	nm8697370	director	director	\N
tt8636222	10	nm0871352	director	\N	\N
tt8637876	15	nm4430153	director	\N	\N
tt8640402	13	nm0764730	director	\N	\N
tt8645850	12	nm0554045	director	\N	\N
tt8651254	11	nm3044084	director	\N	\N
tt8657990	5	nm1966600	director	creative director	\N
tt8658422	11	nm0215784	director	\N	\N
tt8659750	11	nm3452373	director	\N	\N
tt8660724	14	nm0005295	director	\N	\N
tt8660928	2	nm9549138	director	\N	\N
tt8665430	3	nm9950959	director	\N	\N
tt8668490	11	nm1037507	director	\N	\N
tt8669964	10	nm0764730	director	\N	\N
tt8670928	12	nm0764730	director	\N	\N
tt8675872	9	nm3371180	director	\N	\N
tt8677022	1	nm9960782	director	\N	\N
tt8678772	11	nm0164645	director	director	\N
tt8684234	8	nm0609911	director	\N	\N
tt8685038	11	nm0140653	director	\N	\N
tt8686832	10	nm0780391	director	\N	\N
tt8689340	10	nm7608269	director	\N	\N
tt8691534	12	nm0897829	director	\N	\N
tt8691742	8	nm0142438	director	\N	\N
tt8699720	9	nm0033288	director	\N	\N
tt8702172	7	nm0028491	director	\N	\N
tt8708192	1	nm9976478	director	\N	\N
tt8711228	9	nm0686259	director	\N	\N
tt8711984	8	nm0136695	director	\N	\N
tt8712006	8	nm0136695	director	\N	\N
tt8712276	7	nm0133345	director	\N	\N
tt8712316	13	nm0848222	director	\N	\N
tt8713228	12	nm1688464	director	director	\N
tt8714560	11	nm0031653	director	\N	\N
tt8715382	13	nm0754474	director	\N	\N
tt8716302	7	nm8936504	director	floor director	\N
tt8718768	9	nm3593445	director	\N	\N
tt8723392	4	nm6690914	director	\N	\N
tt8723994	11	nm1353569	director	\N	\N
tt8724364	10	nm0181884	director	\N	\N
tt8729132	9	nm0561336	director	director	\N
tt8729968	13	nm0848222	director	\N	\N
tt8730904	11	nm0100189	director	\N	\N
tt8733748	3	nm5842181	director	\N	\N
tt8733920	11	nm0042771	director	\N	\N
tt8735650	11	nm0489654	director	\N	\N
tt8737084	8	nm9149230	director	\N	\N
tt8737230	9	nm9156959	director	\N	\N
tt8738352	8	nm0057028	director	\N	\N
tt8741616	2	nm4690897	director	\N	\N
tt8741738	11	nm3672485	director	\N	\N
tt8745884	1	nm3908538	director	\N	\N
tt8750834	3	nm2115166	director	\N	\N
tt8751192	6	nm8994993	director	\N	\N
tt8753216	11	nm0100189	director	\N	\N
tt8754212	7	nm0057028	director	\N	\N
tt8756326	12	nm0871352	director	\N	\N
tt8766866	1	nm2104130	director	\N	\N
tt8768672	2	nm3214521	director	\N	\N
tt8770212	8	nm0273084	director	\N	\N
tt8770216	2	nm1749073	director	\N	\N
tt8770342	21	nm8424137	director	\N	\N
tt8770504	7	nm0273084	director	\N	\N
tt8773026	12	nm4409789	director	\N	\N
tt8774556	2	nm2534088	director	\N	\N
tt8774562	5	nm1597609	director	\N	\N
tt8777016	7	nm0089368	director	\N	\N
tt8777534	2	nm0093351	director	\N	\N
tt8780792	7	nm0276899	director	director	\N
tt8781364	7	nm0273084	director	\N	\N
tt8783012	6	nm10019739	director	\N	\N
tt8788584	8	nm0612906	director	\N	\N
tt8794396	7	nm0467226	director	\N	\N
tt8794400	7	nm0467226	director	\N	\N
tt8794812	6	nm0136695	director	\N	\N
tt8794984	7	nm0342162	director	\N	\N
tt8798128	8	nm1145006	director	\N	\N
tt8798762	8	nm0929093	director	\N	\N
tt8802318	7	nm0009495	director	\N	\N
tt8803974	3	nm10029562	director	\N	\N
tt8804038	1	nm0341867	director	\N	\N
tt8806398	2	nm10031503	director	\N	\N
tt8810178	4	nm5725488	director	\N	\N
tt8810416	3	nm0567070	director	\N	\N
tt8810738	11	nm1396532	director	\N	\N
tt8812072	8	nm0136695	director	\N	\N
tt8813532	12	nm7557731	director	\N	\N
tt8822670	8	nm0719392	director	\N	\N
tt8828452	11	nm0003497	director	\N	\N
tt8828628	7	nm0830634	director	\N	\N
tt8829398	3	nm1553327	director	\N	\N
tt8832414	10	nm0578053	director	\N	\N
tt8833664	12	nm0554045	director	\N	\N
tt8837778	11	nm0215784	director	\N	\N
tt8837862	11	nm0089368	director	\N	\N
tt8838164	9	nm0290402	director	\N	\N
tt8838836	9	nm0009495	director	\N	\N
tt8841702	4	nm1953789	director	\N	\N
tt8846424	11	nm0306236	director	\N	\N
tt8849132	3	nm7869309	director	\N	\N
tt8850936	11	nm0795095	director	\N	\N
tt8851364	1	nm3717126	director	\N	\N
tt8851662	4	nm4753739	director	\N	\N
tt8852224	3	nm10052522	director	director	\N
tt8854284	3	nm0830634	director	\N	\N
tt8855902	6	nm1753956	director	\N	\N
tt8861150	5	nm3718598	director	\N	\N
tt8864084	9	nm0181884	director	\N	\N
tt8865434	2	nm10057095	director	\N	\N
tt8867826	8	nm1906654	director	director	\N
tt8868294	1	nm1640492	director	\N	\N
tt8871676	11	nm0100187	director	\N	\N
tt8872234	8	nm0089368	director	\N	\N
tt8873062	11	nm0033288	director	\N	\N
tt8874438	3	nm9208523	director	\N	\N
tt8879258	11	nm2770647	director	director	\N
tt8881866	6	nm0326950	director	\N	\N
tt8882756	8	nm0136695	director	\N	\N
tt8882862	3	nm1060439	director	\N	\N
tt8884760	11	nm10057571	director	\N	\N
tt8885208	2	nm5935650	director	\N	\N
tt8888364	4	nm7457549	director	director	\N
tt8891580	9	nm0743957	director	\N	\N
tt8894930	2	nm0210890	director	\N	\N
tt8894932	3	nm0276895	director	\N	\N
tt8895192	7	nm1733199	director	\N	\N
tt8899666	11	nm7145852	director	\N	\N
tt8900000	7	nm0168694	director	\N	\N
tt8908938	1	nm0945520	director	director	\N
tt8909928	8	nm0686259	director	\N	\N
tt8912862	14	nm0799173	director	\N	\N
tt8913964	3	nm9630558	director	director	\N
tt8922270	7	nm0303114	director	\N	\N
